portfolio_uuid,portfolio_name,asset_name,portfolio_weight
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,US Treasuries - Intermediate Term Treasury,0.2
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,TIPS - Inflation-Protected Bonds,0.2
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Corporate Bonds - Investment Grade Corporate Bonds,0.09999999999999998
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Real Estate/REITs - US REIT,0.1
5e56fe8c-5e2d-4f7f-8d8b-f3b225a5155e,Grid_064,US Equities - US Stock Market,0.24750000000000003
5e56fe8c-5e2d-4f7f-8d8b-f3b225a5155e,Grid_064,Foreign Developed Equities - Intl Developed ex-US Market,0.09000000000000002
5e56fe8c-5e2d-4f7f-8d8b-f3b225a5155e,Grid_064,Emerging Market Equities - Emerging Markets,0.11249999999999999
5e56fe8c-5e2d-4f7f-8d8b-f3b225a5155e,Grid_064,US Treasuries - Intermediate Term Treasury,0.2
5e56fe8c-5e2d-4f7f-8d8b-f3b225a5155e,Grid_064,TIPS - Inflation-Protected Bonds,0.15
5e56fe8c-5e2d-4f7f-8d8b-f3b225a5155e,Grid_064,Corporate Bonds - Investment Grade Corporate Bonds,0.15
5e56fe8c-5e2d-4f7f-8d8b-f3b225a5155e,Grid_064,Real Estate/REITs - US REIT,0.05
c4340782-4a50-4f8a-8c56-02084695e757,Grid_065,US Equities - US Stock Market,0.23375
c4340782-4a50-4f8a-8c56-02084695e757,Grid_065,Foreign Developed Equities - Intl Developed ex-US Market,0.085
c4340782-4a50-4f8a-8c56-02084695e757,Grid_065,Emerging Market Equities - Emerging Markets,0.10624999999999997
c4340782-4a50-4f8a-8c56-02084695e757,Grid_065,US Treasuries - Intermediate Term Treasury,0.2
c4340782-4a50-4f8a-8c56-02084695e757,Grid_065,TIPS - Inflation-Protected Bonds,0.15
c4340782-4a50-4f8a-8c56-02084695e757,Grid_065,Corporate Bonds - Investment Grade Corporate Bonds,0.15
c4340782-4a50-4f8a-8c56-02084695e757,Grid_065,Real Estate/REITs - US REIT,0.075
ed755ba4-eb97-41d7-bd08-13ad85368647,Grid_066,US Equities - US Stock Market,0.22000000000000003
ed755ba4-eb97-41d7-bd08-13ad85368647,Grid_066,Foreign Developed Equities - Intl Developed ex-US Market,0.08000000000000002
ed755ba4-eb97-41d7-bd08-13ad85368647,Grid_066,Emerging Market Equities - Emerging Markets,0.09999999999999998
ed755ba4-eb97-41d7-bd08-13ad85368647,Grid_066,US Treasuries - Intermediate Term Treasury,0.2
ed755ba4-eb97-41d7-bd08-13ad85368647,Grid_066,TIPS - Inflation-Protected Bonds,0.15
ed755ba4-eb97-41d7-bd08-13ad85368647,Grid_066,Corporate Bonds - Investment Grade Corporate Bonds,0.15
ed755ba4-eb97-41d7-bd08-13ad85368647,Grid_066,Real Estate/REITs - US REIT,0.1
3fecec4e-c0be-47c5-815b-f0ff698492ba,Grid_067,US Equities - US Stock Market,0.24750000000000003
3fecec4e-c0be-47c5-815b-f0ff698492ba,Grid_067,Foreign Developed Equities - Intl Developed ex-US Market,0.09000000000000002
3fecec4e-c0be-47c5-815b-f0ff698492ba,Grid_067,Emerging Market Equities - Emerging Markets,0.11249999999999999
3fecec4e-c0be-47c5-815b-f0ff698492ba,Grid_067,US Treasuries - Intermediate Term Treasury,0.25
3fecec4e-c0be-47c5-815b-f0ff698492ba,Grid_067,TIPS - Inflation-Protected Bonds,0.2
3fecec4e-c0be-47c5-815b-f0ff698492ba,Grid_067,Corporate Bonds - Investment Grade Corporate Bonds,0.04999999999999999
3fecec4e-c0be-47c5-815b-f0ff698492ba,Grid_067,Real Estate/REITs - US REIT,0.05
ddbe0da4-4e78-4f81-92d5-abfb315030c9,Grid_068,US Equities - US Stock Market,0.23375
ddbe0da4-4e78-4f81-92d5-abfb315030c9,Grid_068,Foreign Developed Equities - Intl Developed ex-US Market,0.085
ddbe0da4-4e78-4f81-92d5-abfb315030c9,Grid_068,Emerging Market Equities - Emerging Markets,0.10624999999999997
ddbe0da4-4e78-4f81-92d5-abfb315030c9,Grid_068,US Treasuries - Intermediate Term Treasury,0.25
ddbe0da4-4e78-4f81-92d5-abfb315030c9,Grid_068,TIPS - Inflation-Protected Bonds,0.2
ddbe0da4-4e78-4f81-92d5-abfb315030c9,Grid_068,Corporate Bonds - Investment Grade Corporate Bonds,0.04999999999999999
ddbe0da4-4e78-4f81-92d5-abfb315030c9,Grid_068,Real Estate/REITs - US REIT,0.075
7a665fcc-f7f5-4ae5-86da-ef048912586d,Grid_069,US Equities - US Stock Market,0.22000000000000003
7a665fcc-f7f5-4ae5-86da-ef048912586d,Grid_069,Foreign Developed Equities - Intl Developed ex-US Market,0.08000000000000002
7a665fcc-f7f5-4ae5-86da-ef048912586d,Grid_069,Emerging Market Equities - Emerging Markets,0.09999999999999998
7a665fcc-f7f5-4ae5-86da-ef048912586d,Grid_069,US Treasuries - Intermediate Term Treasury,0.25
7a665fcc-f7f5-4ae5-86da-ef048912586d,Grid_069,TIPS - Inflation-Protected Bonds,0.2
7a665fcc-f7f5-4ae5-86da-ef048912586d,Grid_069,Corporate Bonds - Investment Grade Corporate Bonds,0.04999999999999999
7a665fcc-f7f5-4ae5-86da-ef048912586d,Grid_069,Real Estate/REITs - US REIT,0.1
655a5e71-e911-4e99-a8dd-6b6e8490dc72,Grid_070,US Equities - US Stock Market,0.24750000000000003
655a5e71-e911-4e99-a8dd-6b6e8490dc72,Grid_070,Foreign Developed Equities - Intl Developed ex-US Market,0.09000000000000002
655a5e71-e911-4e99-a8dd-6b6e8490dc72,Grid_070,Emerging Market Equities - Emerging Markets,0.11249999999999999
655a5e71-e911-4e99-a8dd-6b6e8490dc72,Grid_070,US Treasuries - Intermediate Term Treasury,0.25
655a5e71-e911-4e99-a8dd-6b6e8490dc72,Grid_070,TIPS - Inflation-Protected Bonds,0.15
655a5e71-e911-4e99-a8dd-6b6e8490dc72,Grid_070,Corporate Bonds - Investment Grade Corporate Bonds,0.1
655a5e71-e911-4e99-a8dd-6b6e8490dc72,Grid_070,Real Estate/REITs - US REIT,0.05
3e49df55-38d4-4f34-b6a9-680708b6115a,Grid_071,US Equities - US Stock Market,0.23375
3e49df55-38d4-4f34-b6a9-680708b6115a,Grid_071,Foreign Developed Equities - Intl Developed ex-US Market,0.085
3e49df55-38d4-4f34-b6a9-680708b6115a,Grid_071,Emerging Market Equities - Emerging Markets,0.10624999999999997
3e49df55-38d4-4f34-b6a9-680708b6115a,Grid_071,US Treasuries - Intermediate Term Treasury,0.25
3e49df55-38d4-4f34-b6a9-680708b6115a,Grid_071,TIPS - Inflation-Protected Bonds,0.15
3e49df55-38d4-4f34-b6a9-680708b6115a,Grid_071,Corporate Bonds - Investment Grade Corporate Bonds,0.1
3e49df55-38d4-4f34-b6a9-680708b6115a,Grid_071,Real Estate/REITs - US REIT,0.075
12cdd346-41a8-48cb-9106-5e383f3fd3df,Grid_072,US Equities - US Stock Market,0.22000000000000003
12cdd346-41a8-48cb-9106-5e383f3fd3df,Grid_072,Foreign Developed Equities - Intl Developed ex-US Market,0.08000000000000002
12cdd346-41a8-48cb-9106-5e383f3fd3df,Grid_072,Emerging Market Equities - Emerging Markets,0.09999999999999998
12cdd346-41a8-48cb-9106-5e383f3fd3df,Grid_072,US Treasuries - Intermediate Term Treasury,0.25
12cdd346-41a8-48cb-9106-5e383f3fd3df,Grid_072,TIPS - Inflation-Protected Bonds,0.15
12cdd346-41a8-48cb-9106-5e383f3fd3df,Grid_072,Corporate Bonds - Investment Grade Corporate Bonds,0.1
12cdd346-41a8-48cb-9106-5e383f3fd3df,Grid_072,Real Estate/REITs - US REIT,0.1
01f2ff4d-097e-47f7-aee0-b6641131efde,Grid_073,US Equities - US Stock Market,0.24750000000000003
01f2ff4d-097e-47f7-aee0-b6641131efde,Grid_073,Foreign Developed Equities - Intl Developed ex-US Market,0.099
01f2ff4d-097e-47f7-aee0-b6641131efde,Grid_073,Emerging Market Equities - Emerging Markets,0.10349999999999998
01f2ff4d-097e-47f7-aee0-b6641131efde,Grid_073,US Treasuries - Intermediate Term Treasury,0.155
01f2ff4d-097e-47f7-aee0-b6641131efde,Grid_073,TIPS - Inflation-Protected Bonds,0.23
01f2ff4d-097e-47f7-aee0-b6641131efde,Grid_073,Corporate Bonds - Investment Grade Corporate Bonds,0.11499999999999996
01f2ff4d-097e-47f7-aee0-b6641131efde,Grid_073,Real Estate/REITs - US REIT,0.05
07b317e5-9335-4adb-ad94-42961a240911,Grid_074,US Equities - US Stock Market,0.23375
07b317e5-9335-4adb-ad94-42961a240911,Grid_074,Foreign Developed Equities - Intl Developed ex-US Market,0.0935
07b317e5-9335-4adb-ad94-42961a240911,Grid_074,Emerging Market Equities - Emerging Markets,0.09774999999999996
07b317e5-9335-4adb-ad94-42961a240911,Grid_074,US Treasuries - Intermediate Term Treasury,0.155
07b317e5-9335-4adb-ad94-42961a240911,Grid_074,TIPS - Inflation-Protected Bonds,0.23
07b317e5-9335-4adb-ad94-42961a240911,Grid_074,Corporate Bonds - Investment Grade Corporate Bonds,0.11499999999999996
07b317e5-9335-4adb-ad94-42961a240911,Grid_074,Real Estate/REITs - US REIT,0.075
2ff84956-c2d5-49d3-b896-1b71141d1c13,Grid_075,US Equities - US Stock Market,0.22000000000000003
2ff84956-c2d5-49d3-b896-1b71141d1c13,Grid_075,Foreign Developed Equities - Intl Developed ex-US Market,0.08800000000000001
2ff84956-c2d5-49d3-b896-1b71141d1c13,Grid_075,Emerging Market Equities - Emerging Markets,0.092
2ff84956-c2d5-49d3-b896-1b71141d1c13,Grid_075,US Treasuries - Intermediate Term Treasury,0.155
2ff84956-c2d5-49d3-b896-1b71141d1c13,Grid_075,TIPS - Inflation-Protected Bonds,0.23
2ff84956-c2d5-49d3-b896-1b71141d1c13,Grid_075,Corporate Bonds - Investment Grade Corporate Bonds,0.11499999999999996
2ff84956-c2d5-49d3-b896-1b71141d1c13,Grid_075,Real Estate/REITs - US REIT,0.1
c7848bce-69c9-4335-b1b5-cded00f697b5,Grid_076,US Equities - US Stock Market,0.24750000000000003
c7848bce-69c9-4335-b1b5-cded00f697b5,Grid_076,Foreign Developed Equities - Intl Developed ex-US Market,0.099
c7848bce-69c9-4335-b1b5-cded00f697b5,Grid_076,Emerging Market Equities - Emerging Markets,0.10349999999999998
c7848bce-69c9-4335-b1b5-cded00f697b5,Grid_076,US Treasuries - Intermediate Term Treasury,0.155
c7848bce-69c9-4335-b1b5-cded00f697b5,Grid_076,TIPS - Inflation-Protected Bonds,0.2
c7848bce-69c9-4335-b1b5-cded00f697b5,Grid_076,Corporate Bonds - Investment Grade Corporate Bonds,0.14499999999999996
c7848bce-69c9-4335-b1b5-cded00f697b5,Grid_076,Real Estate/REITs - US REIT,0.05
dfbfdd9b-681e-45fc-94d0-5a9e37d26ed4,Grid_077,US Equities - US Stock Market,0.23375
dfbfdd9b-681e-45fc-94d0-5a9e37d26ed4,Grid_077,Foreign Developed Equities - Intl Developed ex-US Market,0.0935
dfbfdd9b-681e-45fc-94d0-5a9e37d26ed4,Grid_077,Emerging Market Equities - Emerging Markets,0.09774999999999996
dfbfdd9b-681e-45fc-94d0-5a9e37d26ed4,Grid_077,US Treasuries - Intermediate Term Treasury,0.155
dfbfdd9b-681e-45fc-94d0-5a9e37d26ed4,Grid_077,TIPS - Inflation-Protected Bonds,0.2
dfbfdd9b-681e-45fc-94d0-5a9e37d26ed4,Grid_077,Corporate Bonds - Investment Grade Corporate Bonds,0.14499999999999996
dfbfdd9b-681e-45fc-94d0-5a9e37d26ed4,Grid_077,Real Estate/REITs - US REIT,0.075
668529c0-f511-4ee3-ab45-6e9959c698f1,Grid_078,US Equities - US Stock Market,0.22000000000000003
668529c0-f511-4ee3-ab45-6e9959c698f1,Grid_078,Foreign Developed Equities - Intl Developed ex-US Market,0.08800000000000001
668529c0-f511-4ee3-ab45-6e9959c698f1,Grid_078,Emerging Market Equities - Emerging Markets,0.092
668529c0-f511-4ee3-ab45-6e9959c698f1,Grid_078,US Treasuries - Intermediate Term Treasury,0.155
668529c0-f511-4ee3-ab45-6e9959c698f1,Grid_078,TIPS - Inflation-Protected Bonds,0.2
668529c0-f511-4ee3-ab45-6e9959c698f1,Grid_078,Corporate Bonds - Investment Grade Corporate Bonds,0.14499999999999996
668529c0-f511-4ee3-ab45-6e9959c698f1,Grid_078,Real Estate/REITs - US REIT,0.1
9a3fcada-a695-4213-bf9b-43ed4cc57798,Grid_079,US Equities - US Stock Market,0.24750000000000003
9a3fcada-a695-4213-bf9b-43ed4cc57798,Grid_079,Foreign Developed Equities - Intl Developed ex-US Market,0.099
9a3fcada-a695-4213-bf9b-43ed4cc57798,Grid_079,Emerging Market Equities - Emerging Markets,0.10349999999999998
9a3fcada-a695-4213-bf9b-43ed4cc57798,Grid_079,US Treasuries - Intermediate Term Treasury,0.155
9a3fcada-a695-4213-bf9b-43ed4cc57798,Grid_079,TIPS - Inflation-Protected Bonds,0.15
9a3fcada-a695-4213-bf9b-43ed4cc57798,Grid_079,Corporate Bonds - Investment Grade Corporate Bonds,0.19499999999999995
9a3fcada-a695-4213-bf9b-43ed4cc57798,Grid_079,Real Estate/REITs - US REIT,0.05
afec47db-b16c-4f6d-87e6-f03fceeb79da,Grid_080,US Equities - US Stock Market,0.23375
afec47db-b16c-4f6d-87e6-f03fceeb79da,Grid_080,Foreign Developed Equities - Intl Developed ex-US Market,0.0935
afec47db-b16c-4f6d-87e6-f03fceeb79da,Grid_080,Emerging Market Equities - Emerging Markets,0.09774999999999996
afec47db-b16c-4f6d-87e6-f03fceeb79da,Grid_080,US Treasuries - Intermediate Term Treasury,0.155
afec47db-b16c-4f6d-87e6-f03fceeb79da,Grid_080,TIPS - Inflation-Protected Bonds,0.15
afec47db-b16c-4f6d-87e6-f03fceeb79da,Grid_080,Corporate Bonds - Investment Grade Corporate Bonds,0.19499999999999995
afec47db-b16c-4f6d-87e6-f03fceeb79da,Grid_080,Real Estate/REITs - US REIT,0.075
67589c3d-1191-4181-9b98-9c90afd3aa0c,Grid_081,US Equities - US Stock Market,0.22000000000000003
67589c3d-1191-4181-9b98-9c90afd3aa0c,Grid_081,Foreign Developed Equities - Intl Developed ex-US Market,0.08800000000000001
67589c3d-1191-4181-9b98-9c90afd3aa0c,Grid_081,Emerging Market Equities - Emerging Markets,0.092
67589c3d-1191-4181-9b98-9c90afd3aa0c,Grid_081,US Treasuries - Intermediate Term Treasury,0.155
67589c3d-1191-4181-9b98-9c90afd3aa0c,Grid_081,TIPS - Inflation-Protected Bonds,0.15
67589c3d-1191-4181-9b98-9c90afd3aa0c,Grid_081,Corporate Bonds - Investment Grade Corporate Bonds,0.19499999999999995
67589c3d-1191-4181-9b98-9c90afd3aa0c,Grid_081,Real Estate/REITs - US REIT,0.1
95cd8f34-2199-49cb-bdd0-a2824d28189a,Grid_082,US Equities - US Stock Market,0.24750000000000003
95cd8f34-2199-49cb-bdd0-a2824d28189a,Grid_082,Foreign Developed Equities - Intl Developed ex-US Market,0.099
95cd8f34-2199-49cb-bdd0-a2824d28189a,Grid_082,Emerging Market Equities - Emerging Markets,0.10349999999999998
95cd8f34-2199-49cb-bdd0-a2824d28189a,Grid_082,US Treasuries - Intermediate Term Treasury,0.2
95cd8f34-2199-49cb-bdd0-a2824d28189a,Grid_082,TIPS - Inflation-Protected Bonds,0.23
95cd8f34-2199-49cb-bdd0-a2824d28189a,Grid_082,Corporate Bonds - Investment Grade Corporate Bonds,0.06999999999999998
95cd8f34-2199-49cb-bdd0-a2824d28189a,Grid_082,Real Estate/REITs - US REIT,0.05
fe7be92f-e124-4aa0-895c-ee2a43c27cd4,Grid_083,US Equities - US Stock Market,0.23375
fe7be92f-e124-4aa0-895c-ee2a43c27cd4,Grid_083,Foreign Developed Equities - Intl Developed ex-US Market,0.0935
fe7be92f-e124-4aa0-895c-ee2a43c27cd4,Grid_083,Emerging Market Equities - Emerging Markets,0.09774999999999996
fe7be92f-e124-4aa0-895c-ee2a43c27cd4,Grid_083,US Treasuries - Intermediate Term Treasury,0.2
fe7be92f-e124-4aa0-895c-ee2a43c27cd4,Grid_083,TIPS - Inflation-Protected Bonds,0.23
fe7be92f-e124-4aa0-895c-ee2a43c27cd4,Grid_083,Corporate Bonds - Investment Grade Corporate Bonds,0.06999999999999998
fe7be92f-e124-4aa0-895c-ee2a43c27cd4,Grid_083,Real Estate/REITs - US REIT,0.075
937ee65f-11a0-45ce-9547-ab8c4116985f,Grid_084,US Equities - US Stock Market,0.22000000000000003
937ee65f-11a0-45ce-9547-ab8c4116985f,Grid_084,Foreign Developed Equities - Intl Developed ex-US Market,0.08800000000000001
937ee65f-11a0-45ce-9547-ab8c4116985f,Grid_084,Emerging Market Equities - Emerging Markets,0.092
937ee65f-11a0-45ce-9547-ab8c4116985f,Grid_084,US Treasuries - Intermediate Term Treasury,0.2
937ee65f-11a0-45ce-9547-ab8c4116985f,Grid_084,TIPS - Inflation-Protected Bonds,0.23
937ee65f-11a0-45ce-9547-ab8c4116985f,Grid_084,Corporate Bonds - Investment Grade Corporate Bonds,0.06999999999999998
937ee65f-11a0-45ce-9547-ab8c4116985f,Grid_084,Real Estate/REITs - US REIT,0.1
45a50f0e-6865-49c9-86f6-8aa02fe2e6cf,Grid_085,US Equities - US Stock Market,0.24750000000000003
45a50f0e-6865-49c9-86f6-8aa02fe2e6cf,Grid_085,Foreign Developed Equities - Intl Developed ex-US Market,0.099
45a50f0e-6865-49c9-86f6-8aa02fe2e6cf,Grid_085,Emerging Market Equities - Emerging Markets,0.10349999999999998
45a50f0e-6865-49c9-86f6-8aa02fe2e6cf,Grid_085,US Treasuries - Intermediate Term Treasury,0.2
45a50f0e-6865-49c9-86f6-8aa02fe2e6cf,Grid_085,TIPS - Inflation-Protected Bonds,0.2
45a50f0e-6865-49c9-86f6-8aa02fe2e6cf,Grid_085,Corporate Bonds - Investment Grade Corporate Bonds,0.09999999999999998
45a50f0e-6865-49c9-86f6-8aa02fe2e6cf,Grid_085,Real Estate/REITs - US REIT,0.05
b6c72ea6-2922-4d77-856c-20d031c64896,Grid_086,US Equities - US Stock Market,0.23375
b6c72ea6-2922-4d77-856c-20d031c64896,Grid_086,Foreign Developed Equities - Intl Developed ex-US Market,0.0935
b6c72ea6-2922-4d77-856c-20d031c64896,Grid_086,Emerging Market Equities - Emerging Markets,0.09774999999999996
b6c72ea6-2922-4d77-856c-20d031c64896,Grid_086,US Treasuries - Intermediate Term Treasury,0.2
b6c72ea6-2922-4d77-856c-20d031c64896,Grid_086,TIPS - Inflation-Protected Bonds,0.2
b6c72ea6-2922-4d77-856c-20d031c64896,Grid_086,Corporate Bonds - Investment Grade Corporate Bonds,0.09999999999999998
b6c72ea6-2922-4d77-856c-20d031c64896,Grid_086,Real Estate/REITs - US REIT,0.075
66b08fda-6cde-4923-b08a-36005e1dfdaa,Grid_087,US Equities - US Stock Market,0.22000000000000003
66b08fda-6cde-4923-b08a-36005e1dfdaa,Grid_087,Foreign Developed Equities - Intl Developed ex-US Market,0.08800000000000001
66b08fda-6cde-4923-b08a-36005e1dfdaa,Grid_087,Emerging Market Equities - Emerging Markets,0.092
66b08fda-6cde-4923-b08a-36005e1dfdaa,Grid_087,US Treasuries - Intermediate Term Treasury,0.2
66b08fda-6cde-4923-b08a-36005e1dfdaa,Grid_087,TIPS - Inflation-Protected Bonds,0.2
66b08fda-6cde-4923-b08a-36005e1dfdaa,Grid_087,Corporate Bonds - Investment Grade Corporate Bonds,0.09999999999999998
66b08fda-6cde-4923-b08a-36005e1dfdaa,Grid_087,Real Estate/REITs - US REIT,0.1
d17e2430-dff5-4ae2-9df1-3742842b1c44,Grid_088,US Equities - US Stock Market,0.24750000000000003
d17e2430-dff5-4ae2-9df1-3742842b1c44,Grid_088,Foreign Developed Equities - Intl Developed ex-US Market,0.099
d17e2430-dff5-4ae2-9df1-3742842b1c44,Grid_088,Emerging Market Equities - Emerging Markets,0.10349999999999998
d17e2430-dff5-4ae2-9df1-3742842b1c44,Grid_088,US Treasuries - Intermediate Term Treasury,0.2
d17e2430-dff5-4ae2-9df1-3742842b1c44,Grid_088,TIPS - Inflation-Protected Bonds,0.15
d17e2430-dff5-4ae2-9df1-3742842b1c44,Grid_088,Corporate Bonds - Investment Grade Corporate Bonds,0.15
d17e2430-dff5-4ae2-9df1-3742842b1c44,Grid_088,Real Estate/REITs - US REIT,0.05
2a89cbc0-d513-477f-b921-2c4221738b02,Grid_089,US Equities - US Stock Market,0.23375
2a89cbc0-d513-477f-b921-2c4221738b02,Grid_089,Foreign Developed Equities - Intl Developed ex-US Market,0.0935
2a89cbc0-d513-477f-b921-2c4221738b02,Grid_089,Emerging Market Equities - Emerging Markets,0.09774999999999996
2a89cbc0-d513-477f-b921-2c4221738b02,Grid_089,US Treasuries - Intermediate Term Treasury,0.2
2a89cbc0-d513-477f-b921-2c4221738b02,Grid_089,TIPS - Inflation-Protected Bonds,0.15
2a89cbc0-d513-477f-b921-2c4221738b02,Grid_089,Corporate Bonds - Investment Grade Corporate Bonds,0.15
2a89cbc0-d513-477f-b921-2c4221738b02,Grid_089,Real Estate/REITs - US REIT,0.075
0d809cec-e3c2-42a0-abca-36596db3ef24,Grid_090,US Equities - US Stock Market,0.22000000000000003
0d809cec-e3c2-42a0-abca-36596db3ef24,Grid_090,Foreign Developed Equities - Intl Developed ex-US Market,0.08800000000000001
0d809cec-e3c2-42a0-abca-36596db3ef24,Grid_090,Emerging Market Equities - Emerging Markets,0.092
0d809cec-e3c2-42a0-abca-36596db3ef24,Grid_090,US Treasuries - Intermediate Term Treasury,0.2
0d809cec-e3c2-42a0-abca-36596db3ef24,Grid_090,TIPS - Inflation-Protected Bonds,0.15
0d809cec-e3c2-42a0-abca-36596db3ef24,Grid_090,Corporate Bonds - Investment Grade Corporate Bonds,0.15
0d809cec-e3c2-42a0-abca-36596db3ef24,Grid_090,Real Estate/REITs - US REIT,0.1
b7f59a6e-3e28-45d8-bb98-6b13cc848d4d,Grid_091,US Equities - US Stock Market,0.24750000000000003
b7f59a6e-3e28-45d8-bb98-6b13cc848d4d,Grid_091,Foreign Developed Equities - Intl Developed ex-US Market,0.099
b7f59a6e-3e28-45d8-bb98-6b13cc848d4d,Grid_091,Emerging Market Equities - Emerging Markets,0.10349999999999998
b7f59a6e-3e28-45d8-bb98-6b13cc848d4d,Grid_091,US Treasuries - Intermediate Term Treasury,0.25
b7f59a6e-3e28-45d8-bb98-6b13cc848d4d,Grid_091,TIPS - Inflation-Protected Bonds,0.2
b7f59a6e-3e28-45d8-bb98-6b13cc848d4d,Grid_091,Corporate Bonds - Investment Grade Corporate Bonds,0.04999999999999999
b7f59a6e-3e28-45d8-bb98-6b13cc848d4d,Grid_091,Real Estate/REITs - US REIT,0.05
8858bd23-d6be-4335-93ab-708b72d9855d,Grid_092,US Equities - US Stock Market,0.23375
8858bd23-d6be-4335-93ab-708b72d9855d,Grid_092,Foreign Developed Equities - Intl Developed ex-US Market,0.0935
8858bd23-d6be-4335-93ab-708b72d9855d,Grid_092,Emerging Market Equities - Emerging Markets,0.09774999999999996
