portfolio_uuid,portfolio_name,metric_name,metric_value,table_source
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Worst Year,-0.18378373420309868,Portfolio Performance (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Maximum Drawdown,-0.29266428913265763,Portfolio Performance (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Sharpe Ratio,0.6722028008254474,Portfolio Performance (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Sortino Ratio,0.9887725108279131,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Start Balance,10000.0,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,End Balance,50737.43,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,End Balance (inflation adjusted),28258.63,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Annualized Return (CAGR),0.07344048499968414,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,"Annualized Return (CAGR, inflation adjusted)",0.04637315929017127,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Standard Deviation,0.08789973290703874,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Best Year,0.22271799666900827,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Worst Year,-0.1825882030415642,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Maximum Drawdown,-0.29602937979226807,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Sharpe Ratio,0.6635000066212443,Portfolio Performance (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Sortino Ratio,0.9706777630996642,Portfolio Performance (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Arithmetic Mean (monthly),0.006291186940322189,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Arithmetic Mean (annualized),0.07816202255114124,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Geometric Mean (monthly),0.005977304433665509,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Geometric Mean (annualized),0.07413333305567393,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Standard Deviation (monthly),0.02499085841870376,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Standard Deviation (annualized),0.08657087301191065,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Downside Deviation (monthly),0.016347553298763765,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Maximum Drawdown,-0.28931397438059947,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Benchmark Correlation,0.9019265230462463,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Beta (*),0.5216992076361787,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Alpha (annualized),0.01282327176020804,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,R Squared,0.8134714529742911,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Sharpe Ratio,0.6799914704432439,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Sortino Ratio,1.0060703640682418,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Treynor Ratio (%),11.288984099436886,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Calmar Ratio,1.4294736473726475,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Modigliani–Modigliani Measure,0.11845557494934567,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Active Return,-0.040308206472994934,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Tracking Error,0.0807613587151896,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Information Ratio,-0.4991026292059369,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Skewness,-0.8173359177504075,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Excess Kurtosis,2.8827837225512436,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Historical Value-at-Risk (5%),0.036005471572378774,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Analytical Value-at-Risk (5%),0.03481511717031344,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Conditional Value-at-Risk (5%),0.056907980198704,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Upside Capture Ratio (%),52.39797446784726,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Downside Capture Ratio (%),50.06608593797164,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Safe Withdrawal Rate,0.084014892578125,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Perpetual Withdrawal Rate,0.046783447265625,Risk and Return Metrics (Jan 2003 - Nov 2025)
ef123f1b-02d9-4b17-b4e2-e0a69b6f2436,Grid_058,Gain/Loss Ratio,0.9454537418519571,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Arithmetic Mean (monthly),0.006269222080904238,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Arithmetic Mean (annualized),0.07787965297761024,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Geometric Mean (monthly),0.005950725978393079,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Geometric Mean (annualized),0.07379283245218926,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Standard Deviation (monthly),0.025162782581728046,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Standard Deviation (annualized),0.0871664357827243,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Downside Deviation (monthly),0.016565413108099964,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Maximum Drawdown,-0.29266428913265763,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Benchmark Correlation,0.8980308262568566,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Beta (*),0.5230193473135425,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Alpha (annualized),0.012401106976451783,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,R Squared,0.8064593649075725,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Sharpe Ratio,0.6722028008254474,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Sortino Ratio,0.9887725108279131,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Treynor Ratio (%),11.21009434642819,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Calmar Ratio,1.3713565215194525,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Modigliani–Modigliani Measure,0.11728891070109064,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Active Return,-0.040648707076479385,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Tracking Error,0.08103534174784315,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Information Ratio,-0.5016170253587078,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Skewness,-0.8581554983570182,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Excess Kurtosis,3.1029313498339004,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Historical Value-at-Risk (5%),0.03524137892387244,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Analytical Value-at-Risk (5%),0.03511987211284248,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Conditional Value-at-Risk (5%),0.057469404321226304,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Upside Capture Ratio (%),52.33098241958552,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Downside Capture Ratio (%),50.17932722335508,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Safe Withdrawal Rate,0.084075927734375,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Perpetual Withdrawal Rate,0.046417236328125,Risk and Return Metrics (Jan 2003 - Nov 2025)
8d106e1e-be1c-43de-9369-d5f9dd4deabf,Grid_059,Gain/Loss Ratio,0.9092270290726606,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Arithmetic Mean (monthly),0.006247371850325295,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Arithmetic Mean (annualized),0.07759882427818043,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Geometric Mean (monthly),0.005923214658814846,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Geometric Mean (annualized),0.07344048499968414,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Standard Deviation (monthly),0.025374467227787505,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Standard Deviation (annualized),0.08789973290703874,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Downside Deviation (monthly),0.016804869278685262,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Maximum Drawdown,-0.29602937979226807,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Benchmark Correlation,0.8927727436590971,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Beta (*),0.5243311986041846,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Alpha (annualized),0.011981313410676878,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,R Squared,0.7970431718205919,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Sharpe Ratio,0.6635000066212443,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Sortino Ratio,0.9706777630996642,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Treynor Ratio (%),11.132040144160124,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Calmar Ratio,1.314493883178959,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Modigliani–Modigliani Measure,0.11598531979838178,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Active Return,-0.041001054528984726,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Tracking Error,0.08146368224873007,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Information Ratio,-0.5033047045896809,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Skewness,-0.8957025614997782,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Excess Kurtosis,3.315811511671688,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Historical Value-at-Risk (5%),0.03520102286394347,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Analytical Value-at-Risk (5%),0.035489912601262254,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Conditional Value-at-Risk (5%),0.058028581911787024,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Upside Capture Ratio (%),52.261977515670004,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Downside Capture Ratio (%),50.296441014102605,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Safe Withdrawal Rate,0.084197998046875,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Perpetual Withdrawal Rate,0.046112060546875,Risk and Return Metrics (Jan 2003 - Nov 2025)
53874f1e-aa38-48a5-a798-a5e35050050b,Grid_060,Gain/Loss Ratio,0.9028276296793065,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Start Balance,10000.0,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,End Balance,51715.77,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,End Balance (inflation adjusted),28803.52,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Annualized Return (CAGR),0.07433546507046307,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,"Annualized Return (CAGR, inflation adjusted)",0.04724557200168089,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Standard Deviation,0.08721494644728339,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Best Year,0.22490903632051418,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Worst Year,-0.18340521972577373,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Maximum Drawdown,-0.29019598822396986,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Sharpe Ratio,0.677755583682887,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Sortino Ratio,1.0041794092435357,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,Start Balance,10000.0,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,End Balance,51341.18,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,End Balance (inflation adjusted),28594.89,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,Annualized Return (CAGR),0.07399471532358604,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,"Annualized Return (CAGR, inflation adjusted)",0.04691341442597041,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,Standard Deviation,0.08781420265395481,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,Best Year,0.22397526118129396,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,Worst Year,-0.18220968856423825,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,Maximum Drawdown,-0.2935577145065299,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,Sharpe Ratio,0.6700166333069042,Portfolio Performance (Jan 2003 - Nov 2025)
60c5f3ec-9db8-4d27-8dc7-9f10ead62fbf,Grid_062,Sortino Ratio,0.9871516451126026,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Start Balance,10000.0,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,End Balance,50956.28,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,End Balance (inflation adjusted),28380.51,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Annualized Return (CAGR),0.07364210992676079,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,"Annualized Return (CAGR, inflation adjusted)",0.04656970014631101,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Standard Deviation,0.0885505707479772,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Best Year,0.22304148604207286,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Worst Year,-0.18101415740270455,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Maximum Drawdown,-0.29693421721331537,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Sharpe Ratio,0.6613785469915162,Portfolio Performance (Jan 2003 - Nov 2025)
7f298d73-9709-40b3-b945-c26bc09845fa,Grid_063,Sortino Ratio,0.9693169044285147,Portfolio Performance (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Arithmetic Mean (monthly),0.00631151262914591,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Arithmetic Mean (annualized),0.07842338014713479,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Geometric Mean (monthly),0.005993078599153545,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Geometric Mean (annualized),0.07433546507046307,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Standard Deviation (monthly),0.025176786404348936,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Standard Deviation (annualized),0.08721494644728339,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Downside Deviation (monthly),0.01644587573958254,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Maximum Drawdown,-0.29019598822396986,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Benchmark Correlation,0.9016082285797884,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Beta (*),0.5253950861575916,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Alpha (annualized),0.012623199482936696,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,R Squared,0.8128973978427839,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Sharpe Ratio,0.677755583682887,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Sortino Ratio,1.0041794092435357,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Treynor Ratio (%),11.255995805998573,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Calmar Ratio,1.416818370062093,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Modigliani–Modigliani Measure,0.11812066163623056,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Active Return,-0.0401060744582058,Risk and Return Metrics (Jan 2003 - Nov 2025)
4fa23131-d8d5-43fd-8464-dc1e9a0ffa00,Grid_061,Tracking Error,0.08042856129467751,Risk and Return Metrics (Jan 2003 - Nov 2025)
